n.students,X_PS.cor,X.m,X.sd,M.m,e.m,e.sd,tripleRate,n.schools,u0.m,u0.sd,gen_frm,Bs,est_frm,ICC,CID,reps,RID,isEqual,isRandom,Gen,stat,FE_Int,FE_X,FE_M,RE_u0j,RE_ei
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,FALSE,Y_EQ,Estimate,-0.06846861995106324,1.0039246614812456,0.9379751254536708,0.18606618824738388,1.000773008421432
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,FALSE,Y_EQ,Error,0.046706708514012776,0.020068183842682937,0.047063754555776584,0.03363916444456486,0.026411151195634655
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,FALSE,Y_EQ,Estimate,-0.06976744301603804,1.0039113896563028,0.928012038601035,0.16593213979093452,1.0095203898052738
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,FALSE,Y_EQ,Error,0.044659885995115486,0.020157003827843172,0.047560688992122756,0.03035281593233892,0.026643963168154174
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,TRUE,Y_EQ,Estimate,-0.06846861995106324,1.0039246614812456,0.9379751254536708,0.18606618824738388,1.000773008421432
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,TRUE,Y_EQ,Error,0.046706708514012776,0.020068183842682937,0.047063754555776584,0.03363916444456486,0.026411151195634655
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,TRUE,Y_EQ,Estimate,-0.06976744301603804,1.0039113896563028,0.928012038601035,0.16593213979093452,1.0095203898052738
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,TRUE,Y_EQ,Error,0.044659885995115486,0.020157003827843172,0.047560688992122756,0.03035281593233892,0.026643963168154174
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,FALSE,Y_UQ,Estimate,-0.06756505844791186,1.0054276376797615,0.9418393058929645,0.1867979556834489,1.0122725978685632
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,FALSE,Y_UQ,Error,0.04683702100021705,0.020182613219012057,0.04733211909544791,0.03384310119339445,0.0267124145566712
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,FALSE,Y_UQ,Estimate,-0.06890787643841774,1.005092072889653,0.9325618617896715,0.18901336708810842,1.0004741766481848
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,FALSE,Y_UQ,Error,0.046962374911069145,0.02007416886301834,0.04738140017593897,0.03374793875572826,0.026407099907601345
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,TRUE,Y_UQ,Estimate,-0.06756505844791186,1.0054276376797615,0.9418393058929645,0.1867979556834489,1.0122725978685632
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,TRUE,TRUE,Y_UQ,Error,0.04683702100021705,0.020182613219012057,0.04733211909544791,0.03384310119339445,0.0267124145566712
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,TRUE,Y_UQ,Estimate,-0.06890787643841774,1.005092072889653,0.9325618617896715,0.18901336708810842,1.0004741766481848
3e3,0.5,0,1,0.25,0,1,0.375,100,0,0.42,~1 + X + M + w.u0 + e,"c(0, 1, 1, 1, 1)",Y ~ 1 + X + M + (1 | mm1) + (1 | ID),0.1499489969398164,6,1,18,FALSE,TRUE,Y_UQ,Error,0.046962374911069145,0.02007416886301834,0.04738140017593897,0.03374793875572826,0.026407099907601345
