"CHILDID","mm1","mm2","mm3","w1","w2","w3","POST","cons","Mob","PRE","RET","wM","wPRE","wRET"
"0770018C",1152,1264,0,0.5,0.5,0,115.98,1,1,59.59,2,0.477751140217518,7.23823675593498,-0.72026663548123
"2132011C",238,1549,0,0.5,0.5,0,142.08,1,1,79.18,0,-0.0986377486713705,6.23900064482387,-2.72026663548123
"0940009C",1500,1583,0,0.5,0.5,0,117.67,1,1,50.27,10,0.727751140217518,-3.37059365342175,7.27973336451877
"1142005C",81,1683,0,0.5,0.5,0,118.61,1,1,50.66,15,0.343135755602134,-19.6308017056035,12.2797333645188
"1142008C",81,1683,0,0.5,0.5,0,109.87,1,1,41.93,15,0.343135755602134,-19.6308017056035,12.2797333645188
"0940015C",1500,1583,0,0.5,0.5,0,156.8,1,1,82.69,10,0.727751140217518,-3.37059365342175,7.27973336451877
"1142010C",81,1683,0,0.5,0.5,0,110.41,1,1,45.58,15,0.343135755602134,-19.6308017056035,12.2797333645188
"1215004C",122,1842,0,0.5,0.5,0,148.92,1,1,58.82,0,-0.0904306779642998,-2.66199051679229,-2.72026663548123
"3007001C",736,928,0,0.5,0.5,0,140.29,1,1,82.31,2,0.727751140217518,19.680736755935,-0.72026663548123
"1148017C",82,900,0,0.5,0.5,0,114.45,1,1,36.69,0,-0.213425330370717,-4.09926324406502,-2.72026663548123
"3007007C",292,899,0,0.5,0.5,0,145.58,1,1,85.09,2,0.727751140217518,9.58717425593498,-0.72026663548123
"3007011C",292,899,0,0.5,0.5,0,151.13,1,1,76.11,2,0.727751140217518,9.58717425593498,-0.72026663548123
"3007022C",292,899,0,0.5,0.5,0,160.09,1,1,102.36,2,0.727751140217518,9.58717425593498,-0.72026663548123
"1155005C",85,453,0,0.5,0.5,0,121.23,1,1,77.33,14,0.294417806884185,1.68607008926831,11.2797333645188
"3012003C",295,1648,0,0.5,0.5,0,109.53,1,1,62.7,2,0.727751140217518,-5.93497752977931,-0.72026663548123
"1156012C",86,1149,0,0.5,0.5,0,102.09,1,1,42.4,2,0.311084473550852,-15.648013244065,-0.72026663548123
"1156017C",86,1336,0,0.5,0.5,0,115.89,1,1,57.65,2,0.311084473550852,-8.02301324406502,-0.72026663548123
"3013009C",296,1585,0,0.5,0.5,0,152.7,1,1,71.42,2,0.727751140217518,3.45287961307783,-0.72026663548123
"3013012C",296,1585,0,0.5,0.5,0,101.17,1,1,45.89,2,0.727751140217518,3.45287961307783,-0.72026663548123
"3013014C",296,1585,0,0.5,0.5,0,140.55,1,1,51.14,2,0.727751140217518,3.45287961307783,-0.72026663548123
"0580015C",750,1081,0,0.5,0.5,0,124.81,1,1,49.51,3,0.477751140217518,-8.53976324406502,0.27973336451877
"0580016C",750,1797,0,0.5,0.5,0,114.58,1,1,34.42,3,0.199973362439741,-3.45142991073169,0.27973336451877
"0580017C",750,1877,0,0.5,0.5,0,114.98,1,1,50.75,3,0.199973362439741,-3.45142991073169,0.27973336451877
"0584004C",762,1798,0,0.5,0.5,0,133.3,1,1,64.73,1,-0.133787321320943,9.67765983285805,-1.72026663548123
"3014011C",297,1649,0,0.5,0.5,0,115.17,1,1,49.88,4,0.615251140217518,-3.01513824406502,1.27973336451877
"3014012C",297,1649,0,0.5,0.5,0,78.09,1,1,44.32,4,0.615251140217518,-3.01513824406502,1.27973336451877
"3014022C",297,1650,0,0.5,0.5,0,162.11,1,1,94.75,4,0.615251140217518,-3.01513824406502,1.27973336451877
"3015001C",298,1649,0,0.5,0.5,0,158.3,1,1,66.97,15,0.283306695773074,-10.0659299107317,12.2797333645188
"3015006C",298,1649,0,0.5,0.5,0,139.08,1,1,68.93,15,0.283306695773074,-10.0659299107317,12.2797333645188
"3018014C",300,1585,0,0.5,0.5,0,129.86,1,1,49.05,8,0.640629928096306,-3.86301324406502,5.27973336451877
"3018017C",300,1585,0,0.5,0.5,0,97.44,1,1,49.71,8,0.640629928096306,-3.86301324406502,5.27973336451877
"1166006C",93,1502,0,0.5,0.5,0,138.71,1,1,74.8,2,0.384001140217518,2.91573675593498,-0.72026663548123
"1166018C",93,1971,0,0.5,0.5,0,125.38,1,1,42.13,2,-0.0390757828594047,-7.34272478252656,-0.72026663548123
"3020021C",302,303,0,0.5,0.5,0,65.1,1,1,36.93,6,-0.147248859782482,-13.843013244065,3.27973336451877
"0601020C",772,448,0,0.5,0.5,0,93.81,1,1,40.15,2,-0.0563397688733907,-5.46676324406502,-0.538448453663048
"1167014C",94,1502,0,0.5,0.5,0,74.13,1,1,46.87,1,-0.0839371714707933,-3.168289218091,-1.72026663548123
"1167015C",94,412,0,0.5,0.5,0,118.31,1,1,64.19,1,0.370608283074661,-1.19783467263645,-1.72026663548123
"3022014C",304,1708,0,0.5,0.5,0,128.41,1,1,54.81,6,0.127751140217518,6.78473675593498,3.27973336451877
"3022020C",304,1919,0,0.5,0.5,0,166.13,1,1,106.02,6,0.127751140217518,6.78473675593498,3.27973336451877
"3023001C",305,306,0,0.5,0.5,0,91.36,1,1,42.51,2,-0.0904306779642998,-5.82562688042866,-0.72026663548123
"0746012C",1074,1493,0,0.5,0.5,0,77.11,1,1,36.64,0,-0.137745935805873,3.69750576178293,-2.72026663548123
"3025017C",681,622,0,0.5,0.5,0,150.68,1,1,76.8,6,0.727751140217518,14.170736755935,3.27973336451877
"0808004C",1247,723,0,0.5,0.5,0,106.21,1,1,61.3,4,0.727751140217518,-1.21604895835074,1.13687622166163
"0808007C",1247,723,0,0.5,0.5,0,131.61,1,1,48.75,4,0.727751140217518,-1.21604895835074,1.13687622166163
"1173015C",98,1502,0,0.5,0.5,0,123.31,1,1,58.32,0,-0.0758202883539102,-17.2019418154936,-2.72026663548123
"1173016C",98,1536,0,0.5,0.5,0,56.84,1,1,30.28,0,0.352751140217518,-13.8828661852415,-1.33791369430476
"0614012C",810,1597,0,0.5,0.5,0,93.01,1,1,50.71,3,-0.0222488597824816,-4.84342991073169,0.27973336451877
"0615001C",811,1821,0,0.5,0.5,0,130.41,1,1,59.56,0,-0.0500266375602594,2.86740342260165,-2.72026663548123
"1174014C",99,1943,0,0.5,0.5,0,91.42,1,1,41.83,15,-0.0972488597824816,-12.4693465773984,12.2797333645188
"1174015C",99,1156,0,0.5,0.5,0,141.12,1,1,88.43,15,0.361084473550852,7.35607008926831,12.2797333645188
"3028022C",308,1642,0,0.5,0.5,0,153.1,1,1,82.48,0,-0.216693304226926,8.56295897815721,-2.72026663548123
"1176010C",101,1961,0,0.5,0.5,0,125.74,1,1,59.17,1,-0.143460980994603,22.130092816541,-1.72026663548123
"1181002C",104,1658,0,0.5,0.5,0,165.79,1,1,84.61,1,-0.20082028835391,0.457879613077836,-1.72026663548123
"3114006C",351,1258,0,0.5,0.5,0,105.85,1,1,52.71,6,0.427751140217518,-8.26326324406502,3.27973336451877
"1189002C",107,937,0,0.5,0.5,0,128.97,1,1,60.37,0,0.727751140217518,-2.53592991073169,-2.72026663548123
"1189010C",107,937,0,0.5,0.5,0,139.89,1,1,68.28,0,0.727751140217518,-2.53592991073169,-2.72026663548123
"0626020C",827,832,0,0.5,0.5,0,156.04,1,1,78.96,1,-0.0457531332867551,1.09227521747344,-0.681805097019692
"0817004C",1273,1564,0,0.5,0.5,0,112.78,1,1,46.64,12,0.727751140217518,-10.588013244065,9.27973336451877
"0818013C",1276,974,0,0.5,0.5,0,57.31,1,1,25.86,10,0.584893997360376,-14.8838168154936,7.27973336451877
"0818018C",1276,974,0,0.5,0.5,0,118.67,1,1,51.15,10,0.584893997360376,-14.8838168154936,7.27973336451877
"0818021C",1276,974,0,0.5,0.5,0,85.08,1,1,51.22,10,0.584893997360376,-14.8838168154936,7.27973336451877
"0630019C",839,832,0,0.5,0.5,0,127.04,1,1,68.49,6,0.143135755602134,-2.70822478252656,1.81819490298031
"0630024C",834,837,0,0.5,0.5,0,104.34,1,1,46.64,8,-0.0317726693062911,-0.862025148826927,5.27973336451877
"0633008C",839,834,0,0.5,0.5,0,129.73,1,1,59.92,6,0.242036854503233,-3.13119181549359,3.27973336451877
"0633012C",839,1570,0,0.5,0.5,0,118.4,1,1,57.91,6,0.242036854503233,-3.13119181549359,3.27973336451877
"0824021C",1291,809,0,0.5,0.5,0,80.33,1,1,36.18,15,0.306698508638571,-18.4597895598545,12.2797333645188
"0633021C",839,1570,0,0.5,0.5,0,132.76,1,1,60.42,6,0.242036854503233,-3.13119181549359,3.27973336451877
"0639006C",847,1263,0,0.5,0.5,0,138.35,1,1,77.63,1,-0.0722488597824816,2.90073675593498,-1.72026663548123
"1205002C",117,1566,0,0.5,0.5,0,93.16,1,1,56.9,3,0.727751140217518,-15.351763244065,0.27973336451877
"1205005C",117,1566,0,0.5,0.5,0,76.92,1,1,23.09,3,0.727751140217518,-15.351763244065,0.27973336451877
"0642001C",850,1555,0,0.5,0.5,0,63.74,1,1,25.31,5,0.727751140217518,-14.508638244065,2.27973336451877
"3047017C",324,1666,0,0.5,0.5,0,125.71,1,1,65.78,1,0.727751140217518,-1.33695555175733,-1.72026663548123
"0642006C",850,915,0,0.5,0.5,0,134.91,1,1,91.99,5,0.727751140217518,11.5606474702207,2.27973336451877
"1205016C",117,1566,0,0.5,0.5,0,108.36,1,1,39.14,3,0.727751140217518,-15.351763244065,0.27973336451877
"0642012C",850,915,0,0.5,0.5,0,126.41,1,1,68.41,5,0.727751140217518,11.5606474702207,2.27973336451877
"1205024C",117,1566,0,0.5,0.5,0,119.12,1,1,50.7,3,0.727751140217518,-15.351763244065,0.27973336451877
"0642019C",850,915,0,0.5,0.5,0,139.94,1,1,69.75,5,0.727751140217518,11.5606474702207,2.27973336451877
"0643002C",755,756,0,0.5,0.5,0,138.54,1,1,84.34,0,0.727751140217518,21.710736755935,-2.72026663548123
"1209012C",671,1720,0,0.5,0.5,0,96.5,1,1,75.26,0,0.727751140217518,12.630736755935,-2.72026663548123
"3048014C",325,1709,0,0.5,0.5,0,155.91,1,1,70.57,2,0.727751140217518,4.83607008926831,-0.72026663548123
"3048015C",325,1709,0,0.5,0.5,0,160.92,1,1,74.47,2,0.727751140217518,4.83607008926831,-0.72026663548123
"3048018C",325,1709,0,0.5,0.5,0,130.09,1,1,61.34,2,0.727751140217518,4.83607008926831,-0.72026663548123
"0831003C",580,1931,0,0.5,0.5,0,98.73,1,1,49.11,3,0.727751140217518,-13.519263244065,0.27973336451877
"3062009C",330,1587,0,0.5,0.5,0,142.96,1,1,103.42,5,0.727751140217518,9.45164584684407,2.27973336451877
"3062010C",330,1587,0,0.5,0.5,0,124.55,1,1,75.87,5,0.727751140217518,9.45164584684407,2.27973336451877
"0783009C",1180,1283,0,0.5,0.5,0,119.14,1,1,61.47,2,-0.195325782859405,8.29458290978113,-0.72026663548123
"0651010C",860,1547,0,0.5,0.5,0,97.12,1,1,56.95,3,-0.209748859782482,8.12761175593497,0.27973336451877
"0833002C",1329,1114,0,0.5,0.5,0,150.79,1,1,75.53,11,0.573904986371365,-1.08266983747162,8.27973336451877
"3063021C",331,1630,0,0.5,0.5,0,113.52,1,1,55.59,3,0.602751140217518,2.62573675593497,0.27973336451877
"0300010C",290,1618,0,0.5,0.5,0,132.54,1,1,62.74,1,0.672195584661963,-1.69148546628725,-1.72026663548123
"0653012C",862,485,0,0.5,0.5,0,104.88,1,1,61.29,10,0.442036854503233,-2.32212038692217,7.27973336451877
"0653020C",862,1096,0,0.5,0.5,0,105.54,1,1,55.45,10,0.442036854503233,-5.24212038692216,7.27973336451877
"0653022C",862,1279,0,0.5,0.5,0,118.52,1,1,59.26,10,0.442036854503233,-3.33712038692217,7.27973336451877
"0654002C",863,1849,0,0.5,0.5,0,106.69,1,1,48.94,1,-0.0222488597824816,-11.773013244065,-1.72026663548123
"0661004C",866,1674,0,0.5,0.5,0,140.01,1,1,75.06,1,-0.0986377486713705,15.9198339781572,-1.72026663548123
"0661014C",866,1098,0,0.5,0.5,0,145.63,1,1,68.44,1,0.33886225132863,10.5679589781572,-1.72026663548123
"0837005C",419,1909,0,0.5,0.5,0,118.81,1,1,57.61,15,0.727751140217518,-9.08426324406502,12.2797333645188
"0838009C",642,1695,0,0.5,0.5,0,119.45,1,1,47.07,15,0.727751140217518,4.87698675593497,12.2797333645188
"0838012C",642,1695,0,0.5,0.5,0,128.31,1,1,56.4,15,0.727751140217518,4.87698675593497,12.2797333645188
"0663002C",868,1590,0,0.5,0.5,0,131.6,1,1,60.91,0,0.0134654259318041,8.59502247022069,-2.72026663548123
"0838024C",450,1115,0,0.5,0.5,0,103.9,1,1,44.36,15,0.727751140217518,-13.569263244065,12.2797333645188
"3073009C",337,1046,0,0.5,0.5,0,134.91,1,1,77.15,1,0.727751140217518,-4.13808677347679,-1.72026663548123
"3073012C",337,1046,0,0.5,0.5,0,106.16,1,1,55.3,1,0.727751140217518,-4.13808677347679,-1.72026663548123
"3073015C",337,1046,0,0.5,0.5,0,121.68,1,1,62.99,1,0.727751140217518,-4.13808677347679,-1.72026663548123
"0665007C",870,1229,0,0.5,0.5,0,150.49,1,1,89.55,7,0.370608283074661,13.1278796130778,4.27973336451877
"0665008C",870,1229,0,0.5,0.5,0,149.96,1,1,64.84,7,0.370608283074661,13.1278796130778,4.27973336451877
"0665017C",870,1229,0,0.5,0.5,0,160.4,1,1,81,7,0.370608283074661,13.1278796130778,4.27973336451877
"0665019C",870,1229,0,0.5,0.5,0,134.67,1,1,58.73,7,0.370608283074661,13.1278796130778,4.27973336451877
"1224018C",130,1164,0,0.5,0.5,0,136.11,1,1,38.28,1,0.727751140217518,-22.7009299107317,-1.72026663548123
"1224022C",130,995,0,0.5,0.5,0,90.97,1,1,39.46,1,0.727751140217518,-22.1109299107317,-1.72026663548123
"1229003C",132,1972,0,0.5,0.5,0,134.4,1,1,61.13,0,0.0928305052968835,-1.49767594247772,-2.72026663548123
"0671008C",873,1100,0,0.5,0.5,0,126.96,1,1,76.84,0,0.273205685672064,13.4139185741168,-2.72026663548123
"0673005C",874,1675,0,0.5,0.5,0,168.78,1,1,114.74,15,-0.0722488597824816,11.934736755935,12.2797333645188
"2071002C",216,1171,0,0.5,0.5,0,156.99,1,1,106.2,0,0.727751140217518,32.395736755935,-2.72026663548123
"0678002C",876,1230,0,0.5,0.5,0,104.93,1,1,57.19,10,0.33886225132863,-1.81148546628724,7.27973336451877
"2078008C",218,1573,0,0.5,0.5,0,158.76,1,1,57.24,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"2078010C",218,1573,0,0.5,0.5,0,121.74,1,1,38.46,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"0890016C",1459,1592,0,0.5,0.5,0,103.55,1,1,64.84,15,0.727751140217518,-10.544888244065,12.2797333645188
"2078015C",218,1573,0,0.5,0.5,0,141.14,1,1,71.53,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"2078016C",218,1573,0,0.5,0.5,0,109.14,1,1,39.54,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"2078018C",218,1573,0,0.5,0.5,0,85.64,1,1,44.83,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"1245017C",137,1788,0,0.5,0.5,0,94.87,1,1,48.47,2,-0.16113774867137,7.33962564482386,-0.72026663548123
"0685001C",880,1102,0,0.5,0.5,0,168.26,1,1,117.09,1,0.436084473550852,36.2036534226016,-1.72026663548123
"0685006C",880,1732,0,0.5,0.5,0,133.91,1,1,66.34,1,0.0860844735508517,15.9501534226016,-1.72026663548123
"0685016C",880,1732,0,0.5,0.5,0,143.86,1,1,94.72,1,0.0860844735508517,15.9501534226016,-1.72026663548123
"0685020C",880,1009,0,0.5,0.5,0,154.1,1,1,83.99,1,0.436084473550852,19.6536534226016,-1.72026663548123
"0685022C",880,1732,0,0.5,0.5,0,160.39,1,1,75.69,1,0.0860844735508517,15.9501534226016,-1.72026663548123
"0686024C",881,511,0,0.5,0.5,0,93.57,1,1,41.3,0,-0.129391716925339,-6.88926324406502,-2.72026663548123
"0752008C",1097,1766,0,0.5,0.5,0,85.99,1,1,36.5,9,0.584893997360376,-6.7149775297793,6.27973336451877
"0752016C",1097,1766,0,0.5,0.5,0,134.84,1,1,67.77,9,0.584893997360376,-6.7149775297793,6.27973336451877
"0687020C",882,1902,0,0.5,0.5,0,147.7,1,1,81.76,1,-0.138915526449148,23.8120700892683,-1.72026663548123
"3110014C",514,350,0,0.5,0.5,0,118.85,1,1,61.89,3,0.327751140217518,-5.05626324406502,0.27973336451877
"1251008C",142,1424,0,0.5,0.5,0,155.7,1,1,61.99,4,0.327751140217518,-4.55576324406502,1.27973336451877
"5245042C",642,1695,0,0.5,0.5,0,130.39,1,1,63.5,15,0.727751140217518,4.87698675593497,12.2797333645188
"0704021C",906,1206,0,0.5,0.5,0,129.93,1,1,56.29,6,0.343135755602134,-9.57234016714195,2.02973336451877
"1260002C",146,1593,0,0.5,0.5,0,57.22,1,1,29.13,4,0.727751140217518,-10.083263244065,1.27973336451877
"1260003C",146,1593,0,0.5,0.5,0,104.41,1,1,45.21,4,0.727751140217518,-10.083263244065,1.27973336451877
"1260018C",146,1593,0,0.5,0.5,0,129.08,1,1,60.75,4,0.727751140217518,-10.083263244065,1.27973336451877
"1260020C",146,1593,0,0.5,0.5,0,123.15,1,1,77.46,4,0.727751140217518,-10.083263244065,1.27973336451877
"0856007C",1401,1780,0,0.5,0.5,0,120.97,1,1,43.77,15,0.283306695773074,-10.8703743551761,12.2797333645188
"0856017C",1401,1780,0,0.5,0.5,0,144.04,1,1,80.16,15,0.283306695773074,-10.8703743551761,12.2797333645188
"2120005C",233,1789,0,0.5,0.5,0,137.17,1,1,85.6,15,0.489114776581155,0.41830493775316,12.2797333645188
"0859005C",1413,916,0,0.5,0.5,0,87.83,1,1,60.73,15,0.727751140217518,-2.79140610120788,12.2797333645188
"0859008C",1413,916,0,0.5,0.5,0,130.8,1,1,50.16,15,0.727751140217518,6.48059389879212,12.2797333645188
"0859011C",1413,916,0,0.5,0.5,0,121.84,1,1,76.41,15,0.727751140217518,6.48059389879212,12.2797333645188
"1265024C",148,1169,0,0.5,0.5,0,105.94,1,1,55.85,0,0.343135755602134,-3.13234016714194,-2.72026663548123
"0859018C",1413,916,0,0.5,0.5,0,140.27,1,1,104.9,15,0.727751140217518,6.48059389879212,12.2797333645188
"0859019C",1413,916,0,0.5,0.5,0,150.93,1,1,85.76,15,0.727751140217518,6.48059389879212,12.2797333645188
"1269007C",149,1295,0,0.5,0.5,0,120,1,1,41.6,3,0.318660231126609,-13.3228996077014,0.27973336451877
"0708005C",926,1823,0,0.5,0.5,0,101.22,1,1,46.47,1,-0.00141552644914826,-11.104888244065,-1.72026663548123
"0708008C",926,940,0,0.5,0.5,0,74.58,1,1,49.12,1,-0.00141552644914826,-11.104888244065,-1.72026663548123
"0708018C",926,940,0,0.5,0.5,0,95.64,1,1,44.48,1,0.415251140217518,-14.507388244065,-1.72026663548123
"0710004C",930,1929,0,0.5,0.5,0,116.84,1,1,32.53,0,0.21981463228101,-9.80378705358883,-2.72026663548123
"0710005C",930,1006,0,0.5,0.5,0,157.89,1,1,60.56,0,0.505528917995296,-5.55592991073169,-2.72026663548123
"0710022C",930,1824,0,0.5,0.5,0,95.3,1,1,52.93,0,0.21981463228101,-9.80378705358883,-2.72026663548123
"0826016C",433,1300,0,0.5,0.5,0,65.23,1,1,31.68,15,0.343135755602134,-23.3546478594496,12.2797333645188
"3047004C",324,1472,0,0.5,0.5,0,129.81,1,1,62.03,1,0.727751140217518,-1.33695555175733,-1.72026663548123
"0717001C",965,1234,0,0.5,0.5,0,157.44,1,1,80.75,2,0.384001140217518,22.944486755935,-0.72026663548123
"0717002C",965,1234,0,0.5,0.5,0,162.26,1,1,109.14,2,0.384001140217518,22.944486755935,-0.72026663548123
"0717006C",965,1234,0,0.5,0.5,0,143.01,1,1,87.5,2,0.384001140217518,22.944486755935,-0.72026663548123
"0717009C",965,1234,0,0.5,0.5,0,144.66,1,1,65.88,2,-0.0743321931158149,11.009486755935,-0.72026663548123
"0717011C",965,1234,0,0.5,0.5,0,169.52,1,1,100.71,2,0.384001140217518,22.944486755935,-0.72026663548123
"0864003C",1425,1427,0,0.5,0.5,0,112.36,1,1,40.83,0,0.727751140217518,-14.5362112960131,-2.50598092119552
"0864004C",1425,1427,0,0.5,0.5,0,116.97,1,1,57.84,0,0.727751140217518,-14.5362112960131,-2.50598092119552
"2133010C",239,1255,0,0.5,0.5,0,76.51,1,1,39.01,0,0.477751140217518,-8.88176324406502,-1.22026663548123
"0729003C",1005,441,0,0.5,0.5,0,113.79,1,1,56.43,5,-0.188915526449148,5.48573675593497,2.27973336451877
"0940022C",1500,1583,0,0.5,0.5,0,119.87,1,1,46.51,10,0.727751140217518,-3.37059365342175,7.27973336451877
"0776023C",1167,1554,0,0.5,0.5,0,119.53,1,1,60.39,6,0.527751140217518,-0.827263244065023,3.27973336451877
"3007003C",292,899,0,0.5,0.5,0,160.68,1,1,120.5,2,0.727751140217518,9.58717425593498,-0.72026663548123
"0942019C",1504,1507,0,0.5,0.5,0,138.63,1,1,59.01,0,0.0610844735508518,1.57240342260165,-1.59526663548123
"3007017C",292,899,0,0.5,0.5,0,93.28,1,1,50.55,2,0.727751140217518,9.58717425593498,-0.72026663548123
"0943016C",1505,1507,0,0.5,0.5,0,142.31,1,1,70.73,0,0.0345693220357002,-2.66721778951957,-1.59526663548123
"1089002C",48,1737,0,0.5,0.5,0,99.46,1,1,-1,2,-0.147248859782482,-24.280513244065,-0.72026663548123
"3012001C",295,1648,0,0.5,0.5,0,158.66,1,1,79.04,2,0.727751140217518,-5.93497752977931,-0.72026663548123
"2003007C",493,1916,0,0.5,0.5,0,151.67,1,1,73.56,0,0.727751140217518,10.930736755935,-2.72026663548123
"2021001C",206,386,0,0.5,0.5,0,142.11,1,1,64.49,0,0.727751140217518,9.91823675593498,-2.72026663548123
"2021002C",206,386,0,0.5,0.5,0,120.66,1,1,77.77,0,0.727751140217518,9.91823675593498,-2.72026663548123
"2021003C",206,386,0,0.5,0.5,0,141.55,1,1,74.65,0,0.727751140217518,9.91823675593498,-2.72026663548123
"2021004C",206,386,0,0.5,0.5,0,149.9,1,1,74.95,0,0.727751140217518,9.91823675593498,-2.72026663548123
"2021005C",206,386,0,0.5,0.5,0,128.03,1,1,72.34,0,0.727751140217518,9.91823675593498,-2.72026663548123
"3013004C",296,1585,0,0.5,0.5,0,155.23,1,1,60.19,2,0.727751140217518,3.45287961307783,-0.72026663548123
"0790019C",1195,1563,0,0.5,0.5,0,132.2,1,1,50.35,0,0.727751140217518,15.3230444482427,-2.72026663548123
"3013006C",296,1585,0,0.5,0.5,0,131.59,1,1,65.34,2,0.727751140217518,3.45287961307783,-0.72026663548123
"3013011C",296,1585,0,0.5,0.5,0,131.58,1,1,59.14,2,0.727751140217518,3.45287961307783,-0.72026663548123
"3013013C",296,1585,0,0.5,0.5,0,116.85,1,1,61.79,2,0.727751140217518,3.45287961307783,-0.72026663548123
"2021020C",206,386,0,0.5,0.5,0,132.96,1,1,83.2,0,0.727751140217518,9.91823675593498,-2.72026663548123
"1094013C",52,1269,0,0.5,0.5,0,148.29,1,1,88.24,0,0.273205685672064,18.9839185741168,-2.72026663548123
"2025005C",207,953,0,0.5,0.5,0,105.32,1,1,60.2,0,0.727751140217518,20.519736755935,-2.72026663548123
"2025010C",207,953,0,0.5,0.5,0,130.66,1,1,58.85,0,0.727751140217518,20.519736755935,-2.72026663548123
"2025013C",207,953,0,0.5,0.5,0,151.6,1,1,112.16,0,0.727751140217518,20.519736755935,-2.72026663548123
"2025014C",207,953,0,0.5,0.5,0,166.51,1,1,112.82,0,0.727751140217518,20.519736755935,-2.72026663548123
"0838016C",642,1695,0,0.5,0.5,0,109.02,1,1,63.88,15,0.727751140217518,4.87698675593497,12.2797333645188
"0838017C",422,903,0,0.5,0.5,0,158.38,1,1,81.86,0,0.727751140217518,19.230736755935,-2.72026663548123
"1097007C",54,1704,0,0.5,0.5,0,120.88,1,1,50.54,0,-0.0341536216872435,-20.2293426091444,-2.72026663548123
"2027008C",219,1480,0,0.5,0.5,0,151.93,1,1,74.65,0,-0.222248859782482,5.64073675593497,-2.72026663548123
"2028003C",525,914,0,0.5,0.5,0,114.9,1,1,37.93,0,0.727751140217518,-8.38541709021887,-2.72026663548123
"0739016C",1050,1552,0,0.5,0.5,0,117.03,1,1,65.11,7,0.561084473550852,-1.34926324406502,4.27973336451877
"0739020C",1050,1552,0,0.5,0.5,0,143.23,1,1,82.07,7,0.561084473550852,-1.34926324406502,4.27973336451877
"1098008C",463,55,0,0.5,0.5,0,117.05,1,1,58.92,6,0.177751140217518,-8.58276324406502,2.07973336451877
"0739023C",1050,1552,0,0.5,0.5,0,140.45,1,1,78.57,7,0.561084473550852,-1.34926324406502,4.27973336451877
"0740009C",1056,1072,0,0.5,0.5,0,152.79,1,1,65.82,0,-0.187281539521044,1.71648838992191,-2.72026663548123
"0743011C",1066,1764,0,0.5,0.5,0,110.27,1,1,61.61,12,0.727751140217518,-2.19113824406502,9.27973336451877
"0743012C",1066,1764,0,0.5,0.5,0,100.4,1,1,47.05,12,0.727751140217518,-2.19113824406502,9.27973336451877
"0743013C",1066,1764,0,0.5,0.5,0,147.76,1,1,52.97,12,0.727751140217518,-2.19113824406502,9.27973336451877
"0743018C",1066,1764,0,0.5,0.5,0,118.67,1,1,65.16,12,0.727751140217518,-2.19113824406502,9.27973336451877
"0743019C",1066,1764,0,0.5,0.5,0,66.86,1,1,29.92,12,0.727751140217518,-2.19113824406502,9.27973336451877
"0743020C",1066,1764,0,0.5,0.5,0,105.06,1,1,54.93,12,0.727751140217518,-2.19113824406502,9.27973336451877
"2054004C",212,1450,0,0.5,0.5,0,97.76,1,1,54.59,0,0.352751140217518,-5.84051324406502,-2.72026663548123
"1102017C",60,1142,0,0.5,0.5,0,114.06,1,1,54.18,2,0.321501140217518,-13.282075744065,-0.72026663548123
"2058006C",214,1490,0,0.5,0.5,0,130.57,1,1,63.28,0,0.273205685672064,-8.87350566830744,-2.26572118093578
"2071008C",216,1742,0,0.5,0.5,0,159.28,1,1,61.5,0,0.727751140217518,10.045736755935,-2.72026663548123
"0887022C",1456,1453,0,0.5,0.5,0,156.31,1,1,98.12,0,-0.0639155264491483,9.78032008926831,-2.72026663548123
"2075011C",217,1751,0,0.5,0.5,0,129.09,1,1,52.31,0,0.727751140217518,-15.019263244065,-2.72026663548123
"2078001C",218,1573,0,0.5,0.5,0,89.75,1,1,60.82,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"2078002C",218,1573,0,0.5,0.5,0,107.74,1,1,53.66,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"2078007C",218,1573,0,0.5,0.5,0,97.85,1,1,41.32,0,0.727751140217518,-10.2959006709656,-2.72026663548123
"3023024C",305,302,0,0.5,0.5,0,69.99,1,1,48.42,2,-0.0904306779642998,-5.82562688042866,-0.72026663548123
"0891006C",1460,1576,0,0.5,0.5,0,75,1,1,42.44,3,0.727751140217518,-5.57840465820644,0.27973336451877
"0891008C",1460,1576,0,0.5,0.5,0,118.37,1,1,57.12,3,0.727751140217518,-5.57840465820644,0.27973336451877
"0891017C",1460,1184,0,0.5,0.5,0,124.1,1,1,48.86,3,0.727751140217518,-8.45812688042866,0.27973336451877
"0891024C",1460,1576,0,0.5,0.5,0,86.24,1,1,47.16,3,0.727751140217518,-5.57840465820644,0.27973336451877
"0891025C",1460,1184,0,0.5,0.5,0,133,1,1,54.77,3,0.727751140217518,-8.45812688042866,0.27973336451877
"0751007C",1093,1766,0,0.5,0.5,0,75.43,1,1,38.29,5,-0.10082028835391,-13.910763244065,2.27973336451877
"0751010C",1093,1099,0,0.5,0.5,0,79.62,1,1,45.05,5,0.327751140217518,-15.808263244065,2.27973336451877
